file_path,file_name,folder_name,c_thiram,c_mg,c_mba,has_thiram,has_mg,has_mba,mixture_order,family,sample_id,group_id,fold_id
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m5\SP_16.csv,SP_16.csv,美4K4m5,4,4,5,True,True,True,3,ternary,S0311,美4K4m5,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m5\SP_17.csv,SP_17.csv,美4K4m5,4,4,5,True,True,True,3,ternary,S0312,美4K4m5,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m5\SP_18.csv,SP_18.csv,美4K4m5,4,4,5,True,True,True,3,ternary,S0313,美4K4m5,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m5\SP_19.csv,SP_19.csv,美4K4m5,4,4,5,True,True,True,3,ternary,S0314,美4K4m5,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m5\SP_20.csv,SP_20.csv,美4K4m5,4,4,5,True,True,True,3,ternary,S0315,美4K4m5,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m5\SP_21.csv,SP_21.csv,美4K4m5,4,4,5,True,True,True,3,ternary,S0316,美4K4m5,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m5\SP_22.csv,SP_22.csv,美4K4m5,4,4,5,True,True,True,3,ternary,S0317,美4K4m5,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m5\SP_23.csv,SP_23.csv,美4K4m5,4,4,5,True,True,True,3,ternary,S0318,美4K4m5,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m5\SP_24.csv,SP_24.csv,美4K4m5,4,4,5,True,True,True,3,ternary,S0319,美4K4m5,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m5\SP_25.csv,SP_25.csv,美4K4m5,4,4,5,True,True,True,3,ternary,S0320,美4K4m5,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m5\SP_26.csv,SP_26.csv,美4K4m5,4,4,5,True,True,True,3,ternary,S0321,美4K4m5,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m5\SP_27.csv,SP_27.csv,美4K4m5,4,4,5,True,True,True,3,ternary,S0322,美4K4m5,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m6\SP_28.csv,SP_28.csv,美4K4m6,4,4,6,True,True,True,3,ternary,S0323,美4K4m6,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m6\SP_29.csv,SP_29.csv,美4K4m6,4,4,6,True,True,True,3,ternary,S0324,美4K4m6,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m6\SP_30.csv,SP_30.csv,美4K4m6,4,4,6,True,True,True,3,ternary,S0325,美4K4m6,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m6\SP_31.csv,SP_31.csv,美4K4m6,4,4,6,True,True,True,3,ternary,S0326,美4K4m6,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m6\SP_32.csv,SP_32.csv,美4K4m6,4,4,6,True,True,True,3,ternary,S0327,美4K4m6,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m6\SP_33.csv,SP_33.csv,美4K4m6,4,4,6,True,True,True,3,ternary,S0328,美4K4m6,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m6\SP_34.csv,SP_34.csv,美4K4m6,4,4,6,True,True,True,3,ternary,S0329,美4K4m6,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m6\SP_35.csv,SP_35.csv,美4K4m6,4,4,6,True,True,True,3,ternary,S0330,美4K4m6,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m6\SP_36.csv,SP_36.csv,美4K4m6,4,4,6,True,True,True,3,ternary,S0331,美4K4m6,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m6\SP_37.csv,SP_37.csv,美4K4m6,4,4,6,True,True,True,3,ternary,S0332,美4K4m6,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m6\SP_38.csv,SP_38.csv,美4K4m6,4,4,6,True,True,True,3,ternary,S0333,美4K4m6,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m6\SP_39.csv,SP_39.csv,美4K4m6,4,4,6,True,True,True,3,ternary,S0334,美4K4m6,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m6\SP_40.csv,SP_40.csv,美4K4m6,4,4,6,True,True,True,3,ternary,S0335,美4K4m6,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m6\SP_41.csv,SP_41.csv,美4K4m6,4,4,6,True,True,True,3,ternary,S0336,美4K4m6,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m6\SP_42.csv,SP_42.csv,美4K4m6,4,4,6,True,True,True,3,ternary,S0337,美4K4m6,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5\SP_41.csv,SP_41.csv,美4K5,4,5,0,True,True,False,2,binary_Thiram_MG,S0338,美4K5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5\SP_42.csv,SP_42.csv,美4K5,4,5,0,True,True,False,2,binary_Thiram_MG,S0339,美4K5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5\SP_43.csv,SP_43.csv,美4K5,4,5,0,True,True,False,2,binary_Thiram_MG,S0340,美4K5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5\SP_44.csv,SP_44.csv,美4K5,4,5,0,True,True,False,2,binary_Thiram_MG,S0341,美4K5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5\SP_45.csv,SP_45.csv,美4K5,4,5,0,True,True,False,2,binary_Thiram_MG,S0342,美4K5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5\SP_46.csv,SP_46.csv,美4K5,4,5,0,True,True,False,2,binary_Thiram_MG,S0343,美4K5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5\SP_47.csv,SP_47.csv,美4K5,4,5,0,True,True,False,2,binary_Thiram_MG,S0344,美4K5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5\SP_48.csv,SP_48.csv,美4K5,4,5,0,True,True,False,2,binary_Thiram_MG,S0345,美4K5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5\SP_49.csv,SP_49.csv,美4K5,4,5,0,True,True,False,2,binary_Thiram_MG,S0346,美4K5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5\SP_50.csv,SP_50.csv,美4K5,4,5,0,True,True,False,2,binary_Thiram_MG,S0347,美4K5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5\SP_51.csv,SP_51.csv,美4K5,4,5,0,True,True,False,2,binary_Thiram_MG,S0348,美4K5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5\SP_52.csv,SP_52.csv,美4K5,4,5,0,True,True,False,2,binary_Thiram_MG,S0349,美4K5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5\SP_53.csv,SP_53.csv,美4K5,4,5,0,True,True,False,2,binary_Thiram_MG,S0350,美4K5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5\SP_54.csv,SP_54.csv,美4K5,4,5,0,True,True,False,2,binary_Thiram_MG,S0351,美4K5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5\SP_55.csv,SP_55.csv,美4K5,4,5,0,True,True,False,2,binary_Thiram_MG,S0352,美4K5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m4\SP_43.csv,SP_43.csv,美4K5m4,4,5,4,True,True,True,3,ternary,S0353,美4K5m4,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m4\SP_44.csv,SP_44.csv,美4K5m4,4,5,4,True,True,True,3,ternary,S0354,美4K5m4,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m4\SP_45.csv,SP_45.csv,美4K5m4,4,5,4,True,True,True,3,ternary,S0355,美4K5m4,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m4\SP_46.csv,SP_46.csv,美4K5m4,4,5,4,True,True,True,3,ternary,S0356,美4K5m4,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m4\SP_47.csv,SP_47.csv,美4K5m4,4,5,4,True,True,True,3,ternary,S0357,美4K5m4,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m4\SP_48.csv,SP_48.csv,美4K5m4,4,5,4,True,True,True,3,ternary,S0358,美4K5m4,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m4\SP_49.csv,SP_49.csv,美4K5m4,4,5,4,True,True,True,3,ternary,S0359,美4K5m4,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m4\SP_50.csv,SP_50.csv,美4K5m4,4,5,4,True,True,True,3,ternary,S0360,美4K5m4,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m4\SP_51.csv,SP_51.csv,美4K5m4,4,5,4,True,True,True,3,ternary,S0361,美4K5m4,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m4\SP_52.csv,SP_52.csv,美4K5m4,4,5,4,True,True,True,3,ternary,S0362,美4K5m4,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m4\SP_53.csv,SP_53.csv,美4K5m4,4,5,4,True,True,True,3,ternary,S0363,美4K5m4,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m4\SP_54.csv,SP_54.csv,美4K5m4,4,5,4,True,True,True,3,ternary,S0364,美4K5m4,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m4\SP_55.csv,SP_55.csv,美4K5m4,4,5,4,True,True,True,3,ternary,S0365,美4K5m4,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m4\SP_56.csv,SP_56.csv,美4K5m4,4,5,4,True,True,True,3,ternary,S0366,美4K5m4,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m4\SP_57.csv,SP_57.csv,美4K5m4,4,5,4,True,True,True,3,ternary,S0367,美4K5m4,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m4\SP_58.csv,SP_58.csv,美4K5m4,4,5,4,True,True,True,3,ternary,S0368,美4K5m4,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m5\SP_59.csv,SP_59.csv,美4K5m5,4,5,5,True,True,True,3,ternary,S0369,美4K5m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m5\SP_60.csv,SP_60.csv,美4K5m5,4,5,5,True,True,True,3,ternary,S0370,美4K5m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m5\SP_61.csv,SP_61.csv,美4K5m5,4,5,5,True,True,True,3,ternary,S0371,美4K5m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m5\SP_62.csv,SP_62.csv,美4K5m5,4,5,5,True,True,True,3,ternary,S0372,美4K5m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m5\SP_63.csv,SP_63.csv,美4K5m5,4,5,5,True,True,True,3,ternary,S0373,美4K5m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m5\SP_64.csv,SP_64.csv,美4K5m5,4,5,5,True,True,True,3,ternary,S0374,美4K5m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m5\SP_65.csv,SP_65.csv,美4K5m5,4,5,5,True,True,True,3,ternary,S0375,美4K5m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m5\SP_66.csv,SP_66.csv,美4K5m5,4,5,5,True,True,True,3,ternary,S0376,美4K5m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m5\SP_67.csv,SP_67.csv,美4K5m5,4,5,5,True,True,True,3,ternary,S0377,美4K5m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m5\SP_68.csv,SP_68.csv,美4K5m5,4,5,5,True,True,True,3,ternary,S0378,美4K5m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m5\SP_69.csv,SP_69.csv,美4K5m5,4,5,5,True,True,True,3,ternary,S0379,美4K5m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m5\SP_70.csv,SP_70.csv,美4K5m5,4,5,5,True,True,True,3,ternary,S0380,美4K5m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m5\SP_71.csv,SP_71.csv,美4K5m5,4,5,5,True,True,True,3,ternary,S0381,美4K5m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m5\SP_72.csv,SP_72.csv,美4K5m5,4,5,5,True,True,True,3,ternary,S0382,美4K5m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m5\SP_73.csv,SP_73.csv,美4K5m5,4,5,5,True,True,True,3,ternary,S0383,美4K5m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m6\SP_74.csv,SP_74.csv,美4K5m6,4,5,6,True,True,True,3,ternary,S0384,美4K5m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m6\SP_75.csv,SP_75.csv,美4K5m6,4,5,6,True,True,True,3,ternary,S0385,美4K5m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m6\SP_76.csv,SP_76.csv,美4K5m6,4,5,6,True,True,True,3,ternary,S0386,美4K5m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m6\SP_77.csv,SP_77.csv,美4K5m6,4,5,6,True,True,True,3,ternary,S0387,美4K5m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m6\SP_78.csv,SP_78.csv,美4K5m6,4,5,6,True,True,True,3,ternary,S0388,美4K5m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m6\SP_79.csv,SP_79.csv,美4K5m6,4,5,6,True,True,True,3,ternary,S0389,美4K5m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m6\SP_80.csv,SP_80.csv,美4K5m6,4,5,6,True,True,True,3,ternary,S0390,美4K5m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m6\SP_81.csv,SP_81.csv,美4K5m6,4,5,6,True,True,True,3,ternary,S0391,美4K5m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m6\SP_82.csv,SP_82.csv,美4K5m6,4,5,6,True,True,True,3,ternary,S0392,美4K5m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m6\SP_83.csv,SP_83.csv,美4K5m6,4,5,6,True,True,True,3,ternary,S0393,美4K5m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m6\SP_84.csv,SP_84.csv,美4K5m6,4,5,6,True,True,True,3,ternary,S0394,美4K5m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m6\SP_85.csv,SP_85.csv,美4K5m6,4,5,6,True,True,True,3,ternary,S0395,美4K5m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m6\SP_86.csv,SP_86.csv,美4K5m6,4,5,6,True,True,True,3,ternary,S0396,美4K5m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m6\SP_87.csv,SP_87.csv,美4K5m6,4,5,6,True,True,True,3,ternary,S0397,美4K5m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K5m6\SP_88.csv,SP_88.csv,美4K5m6,4,5,6,True,True,True,3,ternary,S0398,美4K5m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6\SP_23.csv,SP_23.csv,美4K6,4,6,0,True,True,False,2,binary_Thiram_MG,S0399,美4K6,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6\SP_24.csv,SP_24.csv,美4K6,4,6,0,True,True,False,2,binary_Thiram_MG,S0400,美4K6,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6\SP_25.csv,SP_25.csv,美4K6,4,6,0,True,True,False,2,binary_Thiram_MG,S0401,美4K6,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6\SP_26.csv,SP_26.csv,美4K6,4,6,0,True,True,False,2,binary_Thiram_MG,S0402,美4K6,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6\SP_27.csv,SP_27.csv,美4K6,4,6,0,True,True,False,2,binary_Thiram_MG,S0403,美4K6,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6\SP_28.csv,SP_28.csv,美4K6,4,6,0,True,True,False,2,binary_Thiram_MG,S0404,美4K6,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6\SP_29.csv,SP_29.csv,美4K6,4,6,0,True,True,False,2,binary_Thiram_MG,S0405,美4K6,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6\SP_30.csv,SP_30.csv,美4K6,4,6,0,True,True,False,2,binary_Thiram_MG,S0406,美4K6,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6\SP_31.csv,SP_31.csv,美4K6,4,6,0,True,True,False,2,binary_Thiram_MG,S0407,美4K6,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6\SP_36.csv,SP_36.csv,美4K6,4,6,0,True,True,False,2,binary_Thiram_MG,S0408,美4K6,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6\SP_37.csv,SP_37.csv,美4K6,4,6,0,True,True,False,2,binary_Thiram_MG,S0409,美4K6,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6\SP_38.csv,SP_38.csv,美4K6,4,6,0,True,True,False,2,binary_Thiram_MG,S0410,美4K6,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6\SP_39.csv,SP_39.csv,美4K6,4,6,0,True,True,False,2,binary_Thiram_MG,S0411,美4K6,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6\SP_40.csv,SP_40.csv,美4K6,4,6,0,True,True,False,2,binary_Thiram_MG,S0412,美4K6,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m4\SP_103.csv,SP_103.csv,美4K6m4,4,6,4,True,True,True,3,ternary,S0413,美4K6m4,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m4\SP_104.csv,SP_104.csv,美4K6m4,4,6,4,True,True,True,3,ternary,S0414,美4K6m4,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m4\SP_105.csv,SP_105.csv,美4K6m4,4,6,4,True,True,True,3,ternary,S0415,美4K6m4,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m4\SP_106.csv,SP_106.csv,美4K6m4,4,6,4,True,True,True,3,ternary,S0416,美4K6m4,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m4\SP_107.csv,SP_107.csv,美4K6m4,4,6,4,True,True,True,3,ternary,S0417,美4K6m4,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m4\SP_108.csv,SP_108.csv,美4K6m4,4,6,4,True,True,True,3,ternary,S0418,美4K6m4,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m4\SP_109.csv,SP_109.csv,美4K6m4,4,6,4,True,True,True,3,ternary,S0419,美4K6m4,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m4\SP_110.csv,SP_110.csv,美4K6m4,4,6,4,True,True,True,3,ternary,S0420,美4K6m4,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m4\SP_111.csv,SP_111.csv,美4K6m4,4,6,4,True,True,True,3,ternary,S0421,美4K6m4,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m4\SP_112.csv,SP_112.csv,美4K6m4,4,6,4,True,True,True,3,ternary,S0422,美4K6m4,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m4\SP_113.csv,SP_113.csv,美4K6m4,4,6,4,True,True,True,3,ternary,S0423,美4K6m4,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m4\SP_114.csv,SP_114.csv,美4K6m4,4,6,4,True,True,True,3,ternary,S0424,美4K6m4,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m4\SP_115.csv,SP_115.csv,美4K6m4,4,6,4,True,True,True,3,ternary,S0425,美4K6m4,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m4\SP_116.csv,SP_116.csv,美4K6m4,4,6,4,True,True,True,3,ternary,S0426,美4K6m4,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m5\SP_100.csv,SP_100.csv,美4K6m5,4,6,5,True,True,True,3,ternary,S0427,美4K6m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m5\SP_101.csv,SP_101.csv,美4K6m5,4,6,5,True,True,True,3,ternary,S0428,美4K6m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m5\SP_102.csv,SP_102.csv,美4K6m5,4,6,5,True,True,True,3,ternary,S0429,美4K6m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m5\SP_89.csv,SP_89.csv,美4K6m5,4,6,5,True,True,True,3,ternary,S0430,美4K6m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m5\SP_90.csv,SP_90.csv,美4K6m5,4,6,5,True,True,True,3,ternary,S0431,美4K6m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m5\SP_91.csv,SP_91.csv,美4K6m5,4,6,5,True,True,True,3,ternary,S0432,美4K6m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m5\SP_92.csv,SP_92.csv,美4K6m5,4,6,5,True,True,True,3,ternary,S0433,美4K6m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m5\SP_93.csv,SP_93.csv,美4K6m5,4,6,5,True,True,True,3,ternary,S0434,美4K6m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m5\SP_94.csv,SP_94.csv,美4K6m5,4,6,5,True,True,True,3,ternary,S0435,美4K6m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m5\SP_95.csv,SP_95.csv,美4K6m5,4,6,5,True,True,True,3,ternary,S0436,美4K6m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m5\SP_96.csv,SP_96.csv,美4K6m5,4,6,5,True,True,True,3,ternary,S0437,美4K6m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m5\SP_97.csv,SP_97.csv,美4K6m5,4,6,5,True,True,True,3,ternary,S0438,美4K6m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m5\SP_98.csv,SP_98.csv,美4K6m5,4,6,5,True,True,True,3,ternary,S0439,美4K6m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m5\SP_99.csv,SP_99.csv,美4K6m5,4,6,5,True,True,True,3,ternary,S0440,美4K6m5,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m6\SP_117.csv,SP_117.csv,美4K6m6,4,6,6,True,True,True,3,ternary,S0441,美4K6m6,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m6\SP_118.csv,SP_118.csv,美4K6m6,4,6,6,True,True,True,3,ternary,S0442,美4K6m6,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m6\SP_119.csv,SP_119.csv,美4K6m6,4,6,6,True,True,True,3,ternary,S0443,美4K6m6,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m6\SP_120.csv,SP_120.csv,美4K6m6,4,6,6,True,True,True,3,ternary,S0444,美4K6m6,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m6\SP_121.csv,SP_121.csv,美4K6m6,4,6,6,True,True,True,3,ternary,S0445,美4K6m6,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m6\SP_122.csv,SP_122.csv,美4K6m6,4,6,6,True,True,True,3,ternary,S0446,美4K6m6,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m6\SP_123.csv,SP_123.csv,美4K6m6,4,6,6,True,True,True,3,ternary,S0447,美4K6m6,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m6\SP_124.csv,SP_124.csv,美4K6m6,4,6,6,True,True,True,3,ternary,S0448,美4K6m6,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m6\SP_125.csv,SP_125.csv,美4K6m6,4,6,6,True,True,True,3,ternary,S0449,美4K6m6,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m6\SP_126.csv,SP_126.csv,美4K6m6,4,6,6,True,True,True,3,ternary,S0450,美4K6m6,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m6\SP_127.csv,SP_127.csv,美4K6m6,4,6,6,True,True,True,3,ternary,S0451,美4K6m6,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m6\SP_128.csv,SP_128.csv,美4K6m6,4,6,6,True,True,True,3,ternary,S0452,美4K6m6,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K6m6\SP_129.csv,SP_129.csv,美4K6m6,4,6,6,True,True,True,3,ternary,S0453,美4K6m6,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4m4\SP_1.csv,SP_1.csv,美4m4,4,0,4,True,False,True,2,binary_Thiram_MBA,S0454,美4m4,3
